Station,subway_line,month,passengers,year,year_month
Estácio,Estações da Linha 1,Fev,194620,1999,1999-02-01
Estácio,Estações da Linha 1,Mar,244840,1999,1999-03-01
Estácio,Estações da Linha 1,Abr,218040,1999,1999-04-01
Estácio,Estações da Linha 1,Mai,234290,1999,1999-05-01
Estácio,Estações da Linha 1,Jun,228440,1999,1999-06-01
Estácio,Estações da Linha 1,Jul,241690,1999,1999-07-01
Estácio,Estações da Linha 1,Ago,245220,1999,1999-08-01
Estácio,Estações da Linha 1,Set,235610,1999,1999-09-01
Estácio,Estações da Linha 1,Out,226430,1999,1999-10-01
Estácio,Estações da Linha 1,Nov,224950,1999,1999-11-01
Estácio,Estações da Linha 1,Dez,246940,1999,1999-12-01
Praça Onze,Estações da Linha 1,Jan,121590,1999,1999-01-01
Praça Onze,Estações da Linha 1,Fev,150930,1999,1999-02-01
Praça Onze,Estações da Linha 1,Mar,146620,1999,1999-03-01
Praça Onze,Estações da Linha 1,Abr,131030,1999,1999-04-01
Praça Onze,Estações da Linha 1,Mai,142260,1999,1999-05-01
Praça Onze,Estações da Linha 1,Jun,140240,1999,1999-06-01
Praça Onze,Estações da Linha 1,Jul,145880,1999,1999-07-01
Praça Onze,Estações da Linha 1,Ago,151020,1999,1999-08-01
Praça Onze,Estações da Linha 1,Set,141910,1999,1999-09-01
Praça Onze,Estações da Linha 1,Out,136370,1999,1999-10-01
Praça Onze,Estações da Linha 1,Nov,139280,1999,1999-11-01
Praça Onze,Estações da Linha 1,Dez,149790,1999,1999-12-01
Central,Estações da Linha 1,Jan,360830,1999,1999-01-01
Central,Estações da Linha 1,Fev,387300,1999,1999-02-01
Central,Estações da Linha 1,Mar,429030,1999,1999-03-01
Central,Estações da Linha 1,Abr,377160,1999,1999-04-01
Central,Estações da Linha 1,Mai,401710,1999,1999-05-01
Central,Estações da Linha 1,Jun,398540,1999,1999-06-01
Central,Estações da Linha 1,Jul,429340,1999,1999-07-01
Central,Estações da Linha 1,Ago,439870,1999,1999-08-01
Central,Estações da Linha 1,Set,441030,1999,1999-09-01
Central,Estações da Linha 1,Out,431660,1999,1999-10-01
Central,Estações da Linha 1,Nov,438800,1999,1999-11-01
Central,Estações da Linha 1,Dez,492640,1999,1999-12-01
Presidente Vargas,Estações da Linha 1,Jan,147000,1999,1999-01-01
Presidente Vargas,Estações da Linha 1,Fev,137890,1999,1999-02-01
Presidente Vargas,Estações da Linha 1,Mar,193370,1999,1999-03-01
Presidente Vargas,Estações da Linha 1,Abr,166530,1999,1999-04-01
Presidente Vargas,Estações da Linha 1,Mai,176610,1999,1999-05-01
Presidente Vargas,Estações da Linha 1,Jun,176180,1999,1999-06-01
Presidente Vargas,Estações da Linha 1,Jul,175200,1999,1999-07-01
Presidente Vargas,Estações da Linha 1,Ago,183600,1999,1999-08-01
Presidente Vargas,Estações da Linha 1,Set,174220,1999,1999-09-01
Presidente Vargas,Estações da Linha 1,Out,166250,1999,1999-10-01
Presidente Vargas,Estações da Linha 1,Nov,171320,1999,1999-11-01
Presidente Vargas,Estações da Linha 1,Dez,189290,1999,1999-12-01
Uruguaiana,Estações da Linha 1,Jan,617400,1999,1999-01-01
Uruguaiana,Estações da Linha 1,Fev,586410,1999,1999-02-01
Uruguaiana,Estações da Linha 1,Mar,753440,1999,1999-03-01
Uruguaiana,Estações da Linha 1,Abr,653590,1999,1999-04-01
Uruguaiana,Estações da Linha 1,Mai,706910,1999,1999-05-01
Uruguaiana,Estações da Linha 1,Jun,702150,1999,1999-06-01
Uruguaiana,Estações da Linha 1,Jul,740880,1999,1999-07-01
Uruguaiana,Estações da Linha 1,Ago,735130,1999,1999-08-01
Uruguaiana,Estações da Linha 1,Set,705670,1999,1999-09-01
Uruguaiana,Estações da Linha 1,Out,681030,1999,1999-10-01
Uruguaiana,Estações da Linha 1,Nov,696240,1999,1999-11-01
Uruguaiana,Estações da Linha 1,Dez,817040,1999,1999-12-01
Carioca,Estações da Linha 1,Jan,763140,1999,1999-01-01
Carioca,Estações da Linha 1,Fev,716890,1999,1999-02-01
Carioca,Estações da Linha 1,Mar,964310,1999,1999-03-01
Carioca,Estações da Linha 1,Abr,815730,1999,1999-04-01
Carioca,Estações da Linha 1,Mai,871750,1999,1999-05-01
Carioca,Estações da Linha 1,Jun,878570,1999,1999-06-01
Carioca,Estações da Linha 1,Jul,917140,1999,1999-07-01
Carioca,Estações da Linha 1,Ago,928060,1999,1999-08-01
Carioca,Estações da Linha 1,Set,896400,1999,1999-09-01
Carioca,Estações da Linha 1,Out,843210,1999,1999-10-01
Carioca,Estações da Linha 1,Nov,843530,1999,1999-11-01
Carioca,Estações da Linha 1,Dez,894370,1999,1999-12-01
Cinelândia,Estações da Linha 1,Jan,490990,1999,1999-01-01
Cinelândia,Estações da Linha 1,Fev,481350,1999,1999-02-01
Cinelândia,Estações da Linha 1,Mar,621250,1999,1999-03-01
Cinelândia,Estações da Linha 1,Abr,538600,1999,1999-04-01
Cinelândia,Estações da Linha 1,Mai,581780,1999,1999-05-01
Cinelândia,Estações da Linha 1,Jun,560030,1999,1999-06-01
Cinelândia,Estações da Linha 1,Jul,578810,1999,1999-07-01
Cinelândia,Estações da Linha 1,Ago,599390,1999,1999-08-01
Cinelândia,Estações da Linha 1,Set,570850,1999,1999-09-01
Cinelândia,Estações da Linha 1,Out,527170,1999,1999-10-01
Cinelândia,Estações da Linha 1,Nov,524700,1999,1999-11-01
Cinelândia,Estações da Linha 1,Dez,528660,1999,1999-12-01
Glória,Estações da Linha 1,Jan,188550,1999,1999-01-01
Glória,Estações da Linha 1,Fev,178940,1999,1999-02-01
Glória,Estações da Linha 1,Mar,227440,1999,1999-03-01
Glória,Estações da Linha 1,Abr,202780,1999,1999-04-01
Glória,Estações da Linha 1,Mai,211850,1999,1999-05-01
Glória,Estações da Linha 1,Jun,208940,1999,1999-06-01
Glória,Estações da Linha 1,Jul,214270,1999,1999-07-01
Glória,Estações da Linha 1,Ago,219030,1999,1999-08-01
Glória,Estações da Linha 1,Set,214840,1999,1999-09-01
Glória,Estações da Linha 1,Out,204750,1999,1999-10-01
Glória,Estações da Linha 1,Nov,204290,1999,1999-11-01
Glória,Estações da Linha 1,Dez,221630,1999,1999-12-01
Catete,Estações da Linha 1,Jan,189640,1999,1999-01-01
Catete,Estações da Linha 1,Fev,177400,1999,1999-02-01
Catete,Estações da Linha 1,Mar,238010,1999,1999-03-01
Catete,Estações da Linha 1,Abr,213280,1999,1999-04-01
Catete,Estações da Linha 1,Mai,221660,1999,1999-05-01
Catete,Estações da Linha 1,Jun,222020,1999,1999-06-01
Catete,Estações da Linha 1,Jul,227760,1999,1999-07-01
Catete,Estações da Linha 1,Ago,237450,1999,1999-08-01
Catete,Estações da Linha 1,Set,229450,1999,1999-09-01
Catete,Estações da Linha 1,Out,220550,1999,1999-10-01
Catete,Estações da Linha 1,Nov,223130,1999,1999-11-01
Catete,Estações da Linha 1,Dez,237740,1999,1999-12-01
Largo do Machado,Estações da Linha 1,Jan,370150,1999,1999-01-01
Largo do Machado,Estações da Linha 1,Fev,361750,1999,1999-02-01
Largo do Machado,Estações da Linha 1,Mar,458090,1999,1999-03-01
Largo do Machado,Estações da Linha 1,Abr,405990,1999,1999-04-01
Largo do Machado,Estações da Linha 1,Mai,426340,1999,1999-05-01
Largo do Machado,Estações da Linha 1,Jun,428160,1999,1999-06-01
Largo do Machado,Estações da Linha 1,Jul,447100,1999,1999-07-01
Largo do Machado,Estações da Linha 1,Ago,455690,1999,1999-08-01
Largo do Machado,Estações da Linha 1,Set,441500,1999,1999-09-01
Largo do Machado,Estações da Linha 1,Out,431120,1999,1999-10-01
Largo do Machado,Estações da Linha 1,Nov,433110,1999,1999-11-01
Largo do Machado,Estações da Linha 1,Dez,472450,1999,1999-12-01
Flamengo,Estações da Linha 1,Jan,260150,1999,1999-01-01
Flamengo,Estações da Linha 1,Fev,253080,1999,1999-02-01
Flamengo,Estações da Linha 1,Mar,346570,1999,1999-03-01
Flamengo,Estações da Linha 1,Abr,306620,1999,1999-04-01
Flamengo,Estações da Linha 1,Mai,321550,1999,1999-05-01
Flamengo,Estações da Linha 1,Jun,318310,1999,1999-06-01
Flamengo,Estações da Linha 1,Jul,320210,1999,1999-07-01
Flamengo,Estações da Linha 1,Ago,340910,1999,1999-08-01
Flamengo,Estações da Linha 1,Set,330320,1999,1999-09-01
Flamengo,Estações da Linha 1,Out,319060,1999,1999-10-01
Flamengo,Estações da Linha 1,Nov,322540,1999,1999-11-01
Flamengo,Estações da Linha 1,Dez,332200,1999,1999-12-01
Botafogo,Estações da Linha 1,Jan,639300,1999,1999-01-01
Botafogo,Estações da Linha 1,Fev,615710,1999,1999-02-01
Botafogo,Estações da Linha 1,Mar,844670,1999,1999-03-01
Botafogo,Estações da Linha 1,Abr,735880,1999,1999-04-01
Botafogo,Estações da Linha 1,Mai,773560,1999,1999-05-01
Botafogo,Estações da Linha 1,Jun,772750,1999,1999-06-01
Botafogo,Estações da Linha 1,Jul,797250,1999,1999-07-01
Botafogo,Estações da Linha 1,Ago,830780,1999,1999-08-01
Botafogo,Estações da Linha 1,Set,813010,1999,1999-09-01
Botafogo,Estações da Linha 1,Out,778590,1999,1999-10-01
Botafogo,Estações da Linha 1,Nov,793860,1999,1999-11-01
Botafogo,Estações da Linha 1,Dez,839390,1999,1999-12-01
Cardeal Arcoverde,Estações da Linha 1,Jan,549370,1999,1999-01-01
Cardeal Arcoverde,Estações da Linha 1,Fev,484710,1999,1999-02-01
Cardeal Arcoverde,Estações da Linha 1,Mar,506510,1999,1999-03-01
Cardeal Arcoverde,Estações da Linha 1,Abr,450290,1999,1999-04-01
Cardeal Arcoverde,Estações da Linha 1,Mai,471510,1999,1999-05-01
Cardeal Arcoverde,Estações da Linha 1,Jun,489300,1999,1999-06-01
Cardeal Arcoverde,Estações da Linha 1,Jul,525160,1999,1999-07-01
Cardeal Arcoverde,Estações da Linha 1,Ago,521880,1999,1999-08-01
Cardeal Arcoverde,Estações da Linha 1,Set,532810,1999,1999-09-01
Cardeal Arcoverde,Estações da Linha 1,Out,498510,1999,1999-10-01
Cardeal Arcoverde,Estações da Linha 1,Nov,518780,1999,1999-11-01
Cardeal Arcoverde,Estações da Linha 1,Dez,612840,1999,1999-12-01
São Cristóvão,Estações da Linha 2,Jan,127660,1999,1999-01-01
São Cristóvão,Estações da Linha 2,Fev,127280,1999,1999-02-01
São Cristóvão,Estações da Linha 2,Mar,174800,1999,1999-03-01
São Cristóvão,Estações da Linha 2,Abr,156650,1999,1999-04-01
São Cristóvão,Estações da Linha 2,Mai,169390,1999,1999-05-01
São Cristóvão,Estações da Linha 2,Jun,170220,1999,1999-06-01
São Cristóvão,Estações da Linha 2,Jul,171130,1999,1999-07-01
São Cristóvão,Estações da Linha 2,Ago,179510,1999,1999-08-01
São Cristóvão,Estações da Linha 2,Set,181930,1999,1999-09-01
São Cristóvão,Estações da Linha 2,Out,178360,1999,1999-10-01
São Cristóvão,Estações da Linha 2,Nov,176410,1999,1999-11-01
São Cristóvão,Estações da Linha 2,Dez,176760,1999,1999-12-01
Maracanã,Estações da Linha 2,Jan,94340,1999,1999-01-01
Maracanã,Estações da Linha 2,Fev,76670,1999,1999-02-01
Maracanã,Estações da Linha 2,Mar,124720,1999,1999-03-01
Maracanã,Estações da Linha 2,Abr,112610,1999,1999-04-01
Maracanã,Estações da Linha 2,Mai,113250,1999,1999-05-01
Maracanã,Estações da Linha 2,Jun,117350,1999,1999-06-01
Maracanã,Estações da Linha 2,Jul,96180,1999,1999-07-01
Maracanã,Estações da Linha 2,Ago,104730,1999,1999-08-01
Maracanã,Estações da Linha 2,Set,133530,1999,1999-09-01
Maracanã,Estações da Linha 2,Out,141390,1999,1999-10-01
Maracanã,Estações da Linha 2,Nov,113600,1999,1999-11-01
Maracanã,Estações da Linha 2,Dez,103620,1999,1999-12-01
Triagem,Estações da Linha 2,Jan,67940,1999,1999-01-01
Triagem,Estações da Linha 2,Fev,65610,1999,1999-02-01
Triagem,Estações da Linha 2,Mar,84150,1999,1999-03-01
Triagem,Estações da Linha 2,Abr,75490,1999,1999-04-01
Triagem,Estações da Linha 2,Mai,81890,1999,1999-05-01
Triagem,Estações da Linha 2,Jun,80020,1999,1999-06-01
Triagem,Estações da Linha 2,Jul,86090,1999,1999-07-01
Triagem,Estações da Linha 2,Ago,91700,1999,1999-08-01
Triagem,Estações da Linha 2,Set,89590,1999,1999-09-01
Triagem,Estações da Linha 2,Out,84670,1999,1999-10-01
Triagem,Estações da Linha 2,Nov,86070,1999,1999-11-01
Triagem,Estações da Linha 2,Dez,88480,1999,1999-12-01
Maria da Graça,Estações da Linha 2,Jan,147320,1999,1999-01-01
Maria da Graça,Estações da Linha 2,Fev,143620,1999,1999-02-01
Maria da Graça,Estações da Linha 2,Mar,175370,1999,1999-03-01
Maria da Graça,Estações da Linha 2,Abr,160360,1999,1999-04-01
Maria da Graça,Estações da Linha 2,Mai,172610,1999,1999-05-01
Maria da Graça,Estações da Linha 2,Jun,171500,1999,1999-06-01
Maria da Graça,Estações da Linha 2,Jul,175550,1999,1999-07-01
Maria da Graça,Estações da Linha 2,Ago,180330,1999,1999-08-01
Maria da Graça,Estações da Linha 2,Set,180350,1999,1999-09-01
Maria da Graça,Estações da Linha 2,Out,172830,1999,1999-10-01
Maria da Graça,Estações da Linha 2,Nov,174340,1999,1999-11-01
Maria da Graça,Estações da Linha 2,Dez,184850,1999,1999-12-01
Del Castilho,Estações da Linha 2,Jan,124180,1999,1999-01-01
Del Castilho,Estações da Linha 2,Fev,103150,1999,1999-02-01
Del Castilho,Estações da Linha 2,Mar,138360,1999,1999-03-01
Del Castilho,Estações da Linha 2,Abr,125230,1999,1999-04-01
Del Castilho,Estações da Linha 2,Mai,135570,1999,1999-05-01
Del Castilho,Estações da Linha 2,Jun,137990,1999,1999-06-01
Del Castilho,Estações da Linha 2,Jul,147990,1999,1999-07-01
Del Castilho,Estações da Linha 2,Ago,143980,1999,1999-08-01
Del Castilho,Estações da Linha 2,Set,142120,1999,1999-09-01
Del Castilho,Estações da Linha 2,Out,149150,1999,1999-10-01
Del Castilho,Estações da Linha 2,Nov,143140,1999,1999-11-01
Del Castilho,Estações da Linha 2,Dez,194190,1999,1999-12-01
Inhaúma,Estações da Linha 2,Jan,95070,1999,1999-01-01
Inhaúma,Estações da Linha 2,Fev,91780,1999,1999-02-01
Inhaúma,Estações da Linha 2,Mar,111610,1999,1999-03-01
Inhaúma,Estações da Linha 2,Abr,100700,1999,1999-04-01
Inhaúma,Estações da Linha 2,Mai,107350,1999,1999-05-01
Inhaúma,Estações da Linha 2,Jun,108790,1999,1999-06-01
Inhaúma,Estações da Linha 2,Jul,113140,1999,1999-07-01
Inhaúma,Estações da Linha 2,Ago,118270,1999,1999-08-01
Inhaúma,Estações da Linha 2,Set,117430,1999,1999-09-01
Inhaúma,Estações da Linha 2,Out,115390,1999,1999-10-01
Inhaúma,Estações da Linha 2,Nov,117390,1999,1999-11-01
Inhaúma,Estações da Linha 2,Dez,125980,1999,1999-12-01
Engenho da Rainha,Estações da Linha 2,Jan,99980,1999,1999-01-01
Engenho da Rainha,Estações da Linha 2,Fev,95310,1999,1999-02-01
Engenho da Rainha,Estações da Linha 2,Mar,113550,1999,1999-03-01
Engenho da Rainha,Estações da Linha 2,Abr,102780,1999,1999-04-01
Engenho da Rainha,Estações da Linha 2,Mai,108220,1999,1999-05-01
Engenho da Rainha,Estações da Linha 2,Jun,109940,1999,1999-06-01
Engenho da Rainha,Estações da Linha 2,Jul,115090,1999,1999-07-01
Engenho da Rainha,Estações da Linha 2,Ago,117110,1999,1999-08-01
Engenho da Rainha,Estações da Linha 2,Set,116750,1999,1999-09-01
Engenho da Rainha,Estações da Linha 2,Out,116590,1999,1999-10-01
Engenho da Rainha,Estações da Linha 2,Nov,114050,1999,1999-11-01
Engenho da Rainha,Estações da Linha 2,Dez,126180,1999,1999-12-01
Tomás Coelho,Estações da Linha 2,Jan,39370,1999,1999-01-01
Tomás Coelho,Estações da Linha 2,Fev,36930,1999,1999-02-01
Tomás Coelho,Estações da Linha 2,Mar,42940,1999,1999-03-01
Tomás Coelho,Estações da Linha 2,Abr,39970,1999,1999-04-01
Tomás Coelho,Estações da Linha 2,Mai,42060,1999,1999-05-01
Tomás Coelho,Estações da Linha 2,Jun,41130,1999,1999-06-01
Tomás Coelho,Estações da Linha 2,Jul,43450,1999,1999-07-01
Tomás Coelho,Estações da Linha 2,Ago,45210,1999,1999-08-01
Tomás Coelho,Estações da Linha 2,Set,46090,1999,1999-09-01
Tomás Coelho,Estações da Linha 2,Out,44500,1999,1999-10-01
Tomás Coelho,Estações da Linha 2,Nov,43990,1999,1999-11-01
Tomás Coelho,Estações da Linha 2,Dez,48660,1999,1999-12-01
Vicente de Carvalho,Estações da Linha 2,Jan,180080,1999,1999-01-01
Vicente de Carvalho,Estações da Linha 2,Fev,170670,1999,1999-02-01
Vicente de Carvalho,Estações da Linha 2,Mar,211490,1999,1999-03-01
Vicente de Carvalho,Estações da Linha 2,Abr,189840,1999,1999-04-01
Vicente de Carvalho,Estações da Linha 2,Mai,203430,1999,1999-05-01
Vicente de Carvalho,Estações da Linha 2,Jun,204750,1999,1999-06-01
Vicente de Carvalho,Estações da Linha 2,Jul,210800,1999,1999-07-01
Vicente de Carvalho,Estações da Linha 2,Ago,213660,1999,1999-08-01
Vicente de Carvalho,Estações da Linha 2,Set,211500,1999,1999-09-01
Vicente de Carvalho,Estações da Linha 2,Out,207190,1999,1999-10-01
Vicente de Carvalho,Estações da Linha 2,Nov,202660,1999,1999-11-01
Vicente de Carvalho,Estações da Linha 2,Dez,224010,1999,1999-12-01
Irajá,Estações da Linha 2,Jan,112220,1999,1999-01-01
Irajá,Estações da Linha 2,Fev,110430,1999,1999-02-01
Irajá,Estações da Linha 2,Mar,138990,1999,1999-03-01
Irajá,Estações da Linha 2,Abr,128420,1999,1999-04-01
Irajá,Estações da Linha 2,Mai,143350,1999,1999-05-01
Irajá,Estações da Linha 2,Jun,144470,1999,1999-06-01
Irajá,Estações da Linha 2,Jul,152110,1999,1999-07-01
Irajá,Estações da Linha 2,Ago,154660,1999,1999-08-01
Irajá,Estações da Linha 2,Set,156830,1999,1999-09-01
Irajá,Estações da Linha 2,Out,153030,1999,1999-10-01
Irajá,Estações da Linha 2,Nov,153050,1999,1999-11-01
Irajá,Estações da Linha 2,Dez,165450,1999,1999-12-01
Colégio,Estações da Linha 2,Jan,67310,1999,1999-01-01
Colégio,Estações da Linha 2,Fev,66380,1999,1999-02-01
Colégio,Estações da Linha 2,Mar,80750,1999,1999-03-01
Colégio,Estações da Linha 2,Abr,74970,1999,1999-04-01
Colégio,Estações da Linha 2,Mai,81110,1999,1999-05-01
Colégio,Estações da Linha 2,Jun,81920,1999,1999-06-01
Colégio,Estações da Linha 2,Jul,86130,1999,1999-07-01
Colégio,Estações da Linha 2,Ago,87980,1999,1999-08-01
Colégio,Estações da Linha 2,Set,89350,1999,1999-09-01
Colégio,Estações da Linha 2,Out,90240,1999,1999-10-01
Colégio,Estações da Linha 2,Nov,89730,1999,1999-11-01
Colégio,Estações da Linha 2,Dez,100600,1999,1999-12-01
Coelho Neto,Estações da Linha 2,Jan,58100,1999,1999-01-01
Coelho Neto,Estações da Linha 2,Fev,57550,1999,1999-02-01
Coelho Neto,Estações da Linha 2,Mar,70020,1999,1999-03-01
Coelho Neto,Estações da Linha 2,Abr,66980,1999,1999-04-01
Coelho Neto,Estações da Linha 2,Mai,76010,1999,1999-05-01
Coelho Neto,Estações da Linha 2,Jun,77260,1999,1999-06-01
Coelho Neto,Estações da Linha 2,Jul,83760,1999,1999-07-01
Coelho Neto,Estações da Linha 2,Ago,84130,1999,1999-08-01
Coelho Neto,Estações da Linha 2,Set,86690,1999,1999-09-01
Coelho Neto,Estações da Linha 2,Out,84210,1999,1999-10-01
Coelho Neto,Estações da Linha 2,Nov,85320,1999,1999-11-01
Coelho Neto,Estações da Linha 2,Dez,93860,1999,1999-12-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jan,48140,1999,1999-01-01
Acari/Fazenda Botafogo,Estações da Linha 2,Fev,47190,1999,1999-02-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mar,54730,1999,1999-03-01
Acari/Fazenda Botafogo,Estações da Linha 2,Abr,52120,1999,1999-04-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mai,56240,1999,1999-05-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jun,56880,1999,1999-06-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jul,61170,1999,1999-07-01
Acari/Fazenda Botafogo,Estações da Linha 2,Ago,62370,1999,1999-08-01
Acari/Fazenda Botafogo,Estações da Linha 2,Set,64710,1999,1999-09-01
Acari/Fazenda Botafogo,Estações da Linha 2,Out,62170,1999,1999-10-01
Acari/Fazenda Botafogo,Estações da Linha 2,Nov,63630,1999,1999-11-01
Acari/Fazenda Botafogo,Estações da Linha 2,Dez,70550,1999,1999-12-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jan,44120,1999,1999-01-01
Engenheiro Rubens Paiva,Estações da Linha 2,Fev,43230,1999,1999-02-01
Engenheiro Rubens Paiva,Estações da Linha 2,Mar,52150,1999,1999-03-01
